serial_number,asset_tag_id,device_name,mac_address,manufacturer,model,hardware_specs,attached_peripheral_devices,asset_category,asset_subcategory,related_po_number,vendor,purchase_date,purchase_cost,cost_center,warranty_term,warranty_expiry_date,support_agreements,assigned_user,recently_logged_in_users,last_found_ip_address,assigned_location,discovered_location,lifecycle_status,technical_sme,installed_os,installed_software,related_it_tickets,maintenance_count,environmental_conditions,hardware_specs_quality,asset_age_days,under_warranty,days_since_last_login,num_installed_software,hardware_power_score,location_match
e063b729-0d4c-4d9b-9cde-59a7a0697159,8655cec0-6f13-4958-9378-079511125ed2,article,bc:2e:3e:cf:c2:5a,canon,modeld,"8GB, 512GB SSD, Intel i5/AMD RX 580",None,printer,inkjet,80df0a54-2071-4963-a4fe-595d3e8bf2fa,potter plc,2022-02-16,3640.57,hr,2 years,2024-02-16,Extended Support,jared curtis,"Keith Zavala, Dr. Anita Lewis",139.94.236.135,chicago,new york,In Maintenance,robert brown,macos,Zoom,b30e1d49-b34b-4621-a5aa-284eabfbe6b6,5,low,medium,878,0,,1,5,0
a5cb6bb1-3c3b-482e-a846-92e0f699ac0a,dba602d7-4992-4466-aff1-185587f6c9f2,mrs,ea:85:be:b3:ea:68,cisco,modela,"32GB, 1TB HDD, AMD Ryzen 7/AMD RX 580",None,router,wireless,48536138-d164-4caf-be8e-70f3584d35ed,"moody, brown and cox",2024-04-27,3600.94,it,1 years,2025-04-27,Extended Support,melanie smith,"Brittany Bean, Adam Coleman",54.109.51.199,chicago,new york,Active,robert brown,windows 10,"Visual Studio, MS Office",4a170909-6df7-40a5-8927-d2fdcb82f1e1,2,low,medium,77,1,,2,7,0
4ba6c819-eb7d-4e12-9d30-ba5a0bd2a64d,5633d4b6-e5f0-43c6-b0d2-dba3b92bf913,national,ce:22:df:a2:ab:ef,cisco,modela,"8GB, 256GB SSD, Intel i7/AMD RX 580",Mouse,server,tower,c3021e7c-cdf2-4c12-8a6c-a5db7deba5c9,guzman plc,2019-10-19,4776.04,it,3 years,2022-10-19,Extended Support,cindy baker,Katherine Cobb,45.193.142.214,chicago,los angeles,In Maintenance,emily davis,windows 10,"Visual Studio, MS Office",045d4598-b557-4cb5-9145-2e8034f438f9,5,medium,medium,1729,0,,2,5,0
3aa10e85-3680-4565-ad95-bc568528b890,306118b1-dd48-44ac-b93c-5383a19f7640,increase,98:47:46:0e:0f:f6,dell,modelb,"8GB, 1TB HDD, AMD Ryzen 5/NVIDIA RTX 2060",Monitor,laptop,gaming,814d4da8-9e48-486f-be2e-93c14c9a3545,hardy-camacho,2022-04-21,2495.33,hr,1 years,2023-04-21,Basic Support,jaime cole,Steven Doyle,130.53.12.92,chicago,new york,In Maintenance,john doe,linux,"Adobe Photoshop, Zoom",11ed62bf-2625-4659-885c-eaae8891cc29,1,high,high,814,0,,2,5,0
5580026f-682b-4dba-93ca-162b9272018f,e4869c67-ddda-4ffa-bb70-b5505a19fdde,sort,0c:8d:79:bf:79:29,apple,modelc,"8GB, 1TB HDD, Intel i5/NVIDIA GTX 1650",Monitor,desktop,tower,04bd7e04-b1e0-4c66-9840-ee401fafeb7a,archer-powell,2021-06-28,4877.84,finance,3 years,2024-06-28,Basic Support,rachel ali,"Jeanne Franklin, Jessica Snyder",117.21.149.105,los angeles,new york,Decommissioned,emily davis,windows 11,Zoom,5d4e9f1f-7644-439b-8699-fd7d88ad1802,1,medium,medium,1111,0,,1,4,0
ba9b22ae-e178-4199-8667-906a7a31fc76,36058d46-5937-404c-bdb5-b1045a5f2bac,floor,aa:1d:3e:9f:11:db,apple,modelc,"16GB, 1TB HDD, Intel i5/AMD RX 580",Monitor,router,wireless,dcc13aae-147d-4ff4-aa37-a737d9f0d9c7,cline-benson,2022-03-14,4416.47,marketing,2 years,2024-03-14,Extended Support,mrs. angelica sherman,"Rebecca Harris, Edward Russell",3.212.73.124,new york,san francisco,Decommissioned,emily davis,windows 11,"Zoom, Adobe Photoshop",b5ab5446-9ad8-4422-bfd2-f087b8ed63b0,3,medium,high,852,0,,2,5,0
8912f5d4-651b-4df7-b6ab-c185c8e84a40,4b6b9d33-2b1f-4f75-901a-3673042e36ac,animal,d0:dd:bc:2d:f7:c6,apple,modela,"32GB, 256GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",None,switch,unmanaged,0b22f386-c895-4c2a-ad1f-03f3129b4a16,davis-chung,2020-05-03,594.41,hr,3 years,2023-05-03,Extended Support,sherri phillips,Brandon Anderson,212.105.189.43,los angeles,san francisco,Decommissioned,john doe,windows 10,"Visual Studio, Adobe Photoshop",c3a31566-eecf-467b-ae90-c24e6ce74033,0,medium,medium,1532,0,,2,8,0
53a33764-d502-4df9-8181-2887f9429895,168b0208-3af6-484f-9fe3-2ef60399b296,finally,1a:f2:97:4b:12:74,apple,modelc,"8GB, 1TB HDD, AMD Ryzen 7/NVIDIA RTX 2060",Printer,server,tower,bfb68bea-c31a-4023-bca4-c27fe996f4ba,lopez-wilson,2024-04-05,4726.41,marketing,1 years,2025-04-05,Basic Support,veronica archer,"David Peterson, Michael York",220.231.53.102,chicago,los angeles,Active,robert brown,linux,"Visual Studio, Zoom",4bd9354b-30a2-49bf-8ded-f7cb79b3f27b,2,high,high,99,1,,2,6,0
a7582ca9-a9da-48b1-ac2f-99d445bfd92a,b9036c24-cf2c-4210-ae02-3e59580eaa22,key,de:9a:35:a4:e7:ec,hp,modeld,"8GB, 256GB SSD, AMD Ryzen 7/NVIDIA GTX 1650",Keyboard,desktop,tower,8c47af74-51ca-4b33-9a48-e76af2cbc094,"cobb, norton and newton",2022-11-20,4460.94,it,2 years,2024-11-20,Basic Support,frank stout,"Anthony Jensen, Stephen Freeman",223.201.79.187,san francisco,new york,Active,jane smith,windows 11,Visual Studio,75e14ffe-196a-4946-bbc1-1d2ae40ac87b,3,medium,low,601,1,,1,5,0
e5b0a311-4833-4f01-bbc8-eee5dd82ddf7,9e1eb44a-2682-4519-b3cc-a6fbbdae8f22,officer,5a:48:7e:1b:5c:f9,apple,modelc,"16GB, 512GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Printer,router,wired,b1471be7-5e5c-4bd8-975f-1c2eeaa6bd53,"lopez, jones and munoz",2023-02-28,4832.4,hr,2 years,2025-02-28,Basic Support,zachary bailey,"Patricia Huerta, Christine Patel, Lindsey Johnson",133.252.92.86,chicago,chicago,Active,robert brown,windows 11,Adobe Photoshop,4770357c-828a-44bb-a346-5aa2b49291c1,2,high,medium,501,1,,1,8,1
2049b9bf-51e3-43a3-b57a-46e88ffabd52,3dee0992-11ed-4826-b104-bfa12810acc4,scientist,fa:7c:09:a6:e3:e8,dell,modela,"16GB, 512GB SSD, Intel i5/NVIDIA GTX 1650",Printer,switch,unmanaged,c434ecf8-6a55-49b7-b46e-2b4acf4bdd24,"torres, powell and ortiz",2023-12-17,2237.9,it,1 years,2024-12-17,Basic Support,brandon vasquez,"David Holmes, Margaret Snow, Jennifer Ford",16.249.238.9,chicago,chicago,Active,john doe,macos,"Visual Studio, Adobe Photoshop",8c1806fc-04d3-439a-853b-d320b470655a,3,low,medium,209,1,,2,6,1
780ad076-05af-4610-8bc8-122cf834e15a,65c58538-6d31-4338-a961-afe5b6d8817a,often,4e:fc:a5:92:dc:3b,dell,modelb,"32GB, 1TB HDD, Intel i5/NVIDIA GTX 1650",None,server,blade,4b2532e8-a507-4a70-9233-d8e30022631c,gonzales-hensley,2022-02-09,4874.64,marketing,3 years,2025-02-09,Basic Support,walter zuniga,James Reyes,50.109.149.102,los angeles,san francisco,In Maintenance,jane smith,macos,"MS Office, Adobe Photoshop, Visual Studio",4ab6f3f4-bc7d-4cee-9a72-0363847b6327,2,low,medium,885,1,,3,6,0
dee46f0e-60a0-433c-8f9d-a2a8be6c0d01,407d0561-c7be-4666-ad23-4a623d704d0f,ok,02:f1:9b:8a:da:c0,hp,modelc,"32GB, 256GB SSD, AMD Ryzen 7/AMD RX 580",Keyboard,server,rack,b4d9e69c-5e84-44dd-b9bc-a5cf612bb718,hardy group,2024-06-16,1256.84,marketing,2 years,2026-06-16,Extended Support,thomas riggs dds,Nicholas Bond,88.34.223.5,san francisco,los angeles,Active,jane smith,windows 11,Adobe Photoshop,4d70fc7b-086c-4985-9b53-665ea0cdfc84,3,high,medium,27,1,,1,7,0
bd691e57-02eb-449f-85ec-8192e80bb88b,9ab565be-e3dd-44ab-b8a1-e35813283f76,suffer,94:25:a3:c8:b6:91,canon,modela,"8GB, 256GB SSD, AMD Ryzen 7/AMD RX 580",Printer,printer,laser,100285e2-7e72-4874-b77b-0c428ad43a03,holloway plc,2023-08-07,1906.66,hr,1 years,2024-08-07,Basic Support,mark bailey,"Jeffrey Herrera, Craig Hall, Dominique Dyer",140.191.211.76,los angeles,chicago,In Maintenance,john doe,windows 11,Adobe Photoshop,d363a87d-dff5-4865-a213-8640f1e13dc0,1,low,high,341,1,,1,5,0
3e2dce7b-10d2-4a99-b5e4-0776f8276a36,0cc82416-fb00-4bfc-9d30-4dbafb01eaf6,indeed,98:81:4e:c9:4c:63,netgear,modelb,"8GB, 1TB HDD, AMD Ryzen 7/NVIDIA GTX 1650",Keyboard,laptop,gaming,038b5f43-7e26-4a02-a15f-6072d756642e,meyer-nelson,2020-10-03,4928.96,marketing,2 years,2022-10-03,Basic Support,maria davis,"Joshua Kaufman, Dr. Scott Young",164.128.82.148,new york,new york,In Maintenance,emily davis,windows 11,"Adobe Photoshop, MS Office, Visual Studio",c7911228-edd7-4ee6-919e-e34f0895b0e1,5,medium,low,1379,0,,3,5,1
56dafe88-4d24-4f3c-a37e-5e94f23d41ef,43b1771d-3ad5-455a-8209-a8bfa4634811,someone,2c:43:ab:bd:fc:ca,canon,modeld,"8GB, 256GB SSD, Intel i7/NVIDIA GTX 1650",Mouse,laptop,business,854de6ab-0f56-4b88-8e2e-fc1d130219ae,davis inc,2020-03-05,3848.99,finance,2 years,2022-03-05,Basic Support,traci williams,"Cheryl Sparks, Amy Smith",215.145.196.218,san francisco,new york,In Maintenance,jane smith,windows 10,"Zoom, Visual Studio, Adobe Photoshop",cafc10da-3d13-4f99-ba0b-63c123ee1013,2,low,low,1591,0,,3,5,0
727572a6-d402-408e-9c2f-330c2794ffd0,feb05b0e-2ce2-4a2a-9ca7-ae3db5145858,offer,02:70:dd:03:6f:42,hp,modelb,"8GB, 512GB SSD, Intel i7/NVIDIA GTX 1650",Keyboard,desktop,mini pc,9876c495-855a-4467-8828-10416f49d40d,brown-shaffer,2024-07-03,4479.16,it,1 years,2025-07-03,Basic Support,jamie vega,"Charles Green, Stephanie Smith, Megan Bell",62.180.248.229,san francisco,new york,Active,emily davis,macos,MS Office,f59a7767-bc9d-4098-bd60-0361b59e5fa3,3,high,high,10,1,,1,6,0
b9f5f80c-838a-4205-9383-17e89914da92,bf328b53-5089-4605-a1aa-01d3c51b09fd,care,2e:13:c4:ff:f7:87,hp,modela,"32GB, 256GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Mouse,switch,managed,6ad80509-f484-43cf-829d-05d0d0304ec0,sanchez-graham,2020-10-26,2747.16,hr,2 years,2022-10-26,Extended Support,kimberly davis,"Antonio Waters, Jeremy Lara, Gabriel Gay",108.45.60.64,new york,chicago,Decommissioned,jane smith,windows 10,"Visual Studio, Adobe Photoshop, MS Office",29e45344-e9a8-44a3-b500-d00813b5e75b,1,medium,medium,1356,0,,3,8,0
2041db5d-6942-401d-81fe-d365671b520e,9f648052-31eb-4e9d-90e7-b6939f2b7079,born,3c:14:aa:1b:28:40,canon,modelb,"8GB, 1TB HDD, AMD Ryzen 7/NVIDIA GTX 1650",Printer,router,wired,1292faa7-a2e6-415f-92d5-68d264da9b3f,garcia-norman,2023-02-05,1841.03,it,1 years,2024-02-05,Extended Support,timothy williams,Ryan Lee,20.75.56.35,chicago,chicago,In Maintenance,jane smith,windows 11,Adobe Photoshop,ccb54392-939c-43c3-98da-c7e2fbd15460,2,medium,low,524,0,,1,5,1
2a584c52-0d16-441c-a773-497f88ebbee3,0ddaa4e2-4f0f-4557-82da-efb13a585c6f,fill,3e:72:c6:b2:7c:55,lenovo,modelc,"16GB, 1TB HDD, AMD Ryzen 5/NVIDIA GTX 1650",Mouse,router,wired,6eb92c25-2808-4ae3-9eef-8ce901b1abbb,brown-schaefer,2021-07-16,2677.69,hr,2 years,2023-07-16,Basic Support,sheri adams,"Jeanne Rodriguez, Jared Kennedy",145.71.175.32,chicago,new york,In Maintenance,jane smith,macos,"MS Office, Visual Studio",4de68180-7010-47b8-b6ae-6403c60caeaa,0,high,low,1093,0,,2,5,0
29bbce18-36a6-4175-a529-07760dbc1d47,81ae3dd8-bb1e-4123-80df-06e997ee3f43,standard,6e:bf:3c:b3:9a:c3,canon,modela,"32GB, 1TB HDD, AMD Ryzen 5/AMD RX 580",Keyboard,switch,unmanaged,a7e232c6-b196-4a1e-9aaa-f7812f8332b8,adams-gardner,2024-01-08,2944.24,it,2 years,2026-01-08,Extended Support,mary patel,"John Reese, Mr. Thomas Lee",154.4.1.171,los angeles,new york,In Maintenance,john doe,windows 11,"MS Office, Zoom, Adobe Photoshop",229b8edb-7d6b-49df-a0d4-94d40e9777f7,2,medium,high,187,1,,3,6,0
0f054938-0336-4b22-b25c-bf34074d73e5,c2b03f7f-3708-4401-9fe3-2dcfbc2d743f,laugh,c6:fc:9a:19:e5:d3,hp,modela,"8GB, 1TB HDD, Intel i7/AMD RX 580",None,printer,inkjet,ae785ce1-fd85-4bc0-a697-af89416f10e4,hays llc,2023-10-30,1286.81,marketing,3 years,2026-10-30,Basic Support,aaron rollins,"Ricky Warren, Angel Kemp, Matthew Smith",108.9.37.40,san francisco,chicago,Active,emily davis,windows 11,"MS Office, Visual Studio",313757b4-e128-4a73-938b-115c7bef8527,3,high,high,257,1,,2,5,0
7aab6cba-e0a0-4a92-9822-a997305d5d8e,2d5c6fc4-67f2-4fe2-8305-fefc21a04f02,bill,42:17:2b:6e:af:0f,dell,modelc,"32GB, 256GB SSD, Intel i5/NVIDIA GTX 1650",Keyboard,switch,unmanaged,9122aa98-5edc-49a2-8be6-31b4bf090bb6,simpson-larson,2023-10-09,1409.06,it,2 years,2025-10-09,Extended Support,mark bennett,"Katherine Berry, Yolanda Solomon",212.126.228.45,los angeles,new york,Active,robert brown,linux,"Adobe Photoshop, MS Office, Visual Studio",00874cc8-34a5-4e62-a8bc-50146f43d37f,2,medium,low,278,1,,3,6,0
6b2ee5a7-926a-463e-a6da-389f593d7ead,626ec433-66fe-4ced-82fe-9d6867057884,strategy,0a:df:cc:dd:6a:92,cisco,modela,"32GB, 1TB HDD, AMD Ryzen 5/AMD RX 580",Printer,server,rack,ae222c8f-e431-4883-a4a0-36a8f5b9d9c1,"hicks, burton and chapman",2024-01-16,1063.4,it,2 years,2026-01-16,Basic Support,daniel garrison,"Valerie Ashley, Daniel Shelton",128.225.114.155,new york,chicago,Active,emily davis,linux,"MS Office, Adobe Photoshop, Zoom",4b38e63a-9c3d-4072-afcf-6fbadb75714b,3,medium,high,179,1,,3,6,0
0d671b1f-cde0-43f3-abb7-cefd98d7dd25,7d3c88b0-b0b7-4c18-a08d-b5afcc9599b1,radio,f4:4a:22:b2:bd:bb,hp,modeld,"32GB, 1TB HDD, AMD Ryzen 7/NVIDIA RTX 2060",Printer,router,wired,4274aebf-d955-4848-8956-95afae553f48,sweeney-wagner,2020-09-15,1382.9,hr,1 years,2021-09-15,Extended Support,bruce conley,"Sherry Hernandez, Tanner Bird",71.174.126.140,san francisco,san francisco,In Maintenance,robert brown,macos,"Adobe Photoshop, Zoom, Visual Studio",8bd03f5c-b9aa-4f53-b3eb-997f6c1ed4cb,5,high,low,1397,0,,3,8,1
5121e26d-8f08-4d6c-a69f-17580ac9f5c2,dfbdc02c-48a8-4ee5-aca7-e7bc3963a1d5,popular,76:67:08:ba:ba:49,canon,modelb,"16GB, 512GB SSD, Intel i7/NVIDIA GTX 1650",None,printer,laser,1fdfea8c-a249-444a-a0de-3b0531534f32,nguyen-brooks,2020-07-08,1128.56,it,1 years,2021-07-08,Basic Support,james cooper,"Alexander Barnes, Carol Davis",139.79.188.184,chicago,san francisco,In Maintenance,robert brown,macos,"Visual Studio, Adobe Photoshop, MS Office",7c5cc83c-386a-4e7a-a6df-349ee87cf025,4,medium,medium,1466,0,,3,7,0
60414af4-5035-465f-ab20-28f00fd7c341,a1b4b441-ca9f-41be-80d6-7838d53b7041,enjoy,cc:43:fd:cd:a9:d1,netgear,modeld,"16GB, 256GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",None,router,wired,934ba497-5cbf-45e0-951e-5d14c32958d6,"schneider, rodgers and wilkins",2022-07-07,4880.32,marketing,1 years,2023-07-07,Basic Support,megan kane,Brian Hall,164.252.7.158,san francisco,chicago,Decommissioned,emily davis,macos,Visual Studio,80eeebbd-8c37-4546-b62a-def298cdaee0,3,low,medium,737,0,,1,7,0
3774b219-9a13-4b5e-8e4f-81e3b3258d37,d8ba420a-dd19-4493-a07e-c52af6886774,food,f2:01:a2:c0:d4:d2,netgear,modela,"8GB, 1TB HDD, Intel i7/NVIDIA GTX 1650",Monitor,printer,inkjet,95ea4f70-4538-4371-ba1f-b2dbaa4c7582,schmidt-steele,2020-01-31,2051.04,hr,2 years,2022-01-31,Extended Support,juan greene,"Jonathan King, James Riley, Dawn Davis",91.14.134.9,new york,los angeles,In Maintenance,emily davis,windows 10,Visual Studio,c97a974f-5153-4591-9823-98ccb9ba173c,2,low,low,1625,0,,1,5,0
664e6929-a8e4-43b7-b740-da18244fa3f8,ecec1493-b5b7-4a53-b7ce-b9eed2dbbd25,impact,da:57:75:d1:18:d2,dell,modela,"16GB, 256GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Printer,desktop,mini pc,2fcf16e1-bfbb-4cc4-98dd-8c438b1969f3,"moore, garcia and edwards",2021-01-14,4790.46,hr,2 years,2023-01-14,Basic Support,christopher velasquez,Kaitlyn Weiss,48.173.163.181,los angeles,los angeles,In Maintenance,jane smith,windows 11,"Visual Studio, Adobe Photoshop, Zoom",03a3630f-4dbf-40fc-8683-fe3511d050ce,1,high,high,1276,0,,3,7,1
b7a159c1-3c22-4ab2-8ff7-5c34080e21c2,faf9608d-a4f9-438f-9225-51fb74dc0ded,move,0e:45:5d:5d:a3:64,lenovo,modelc,"16GB, 256GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Keyboard,laptop,business,838c5cde-5a12-4c75-8cee-c1acfa0ab2bd,"taylor, mendez and hernandez",2021-06-10,3400.55,hr,2 years,2023-06-10,Basic Support,elizabeth diaz,Darren Hammond,24.73.114.68,chicago,chicago,In Maintenance,jane smith,windows 10,"Zoom, Adobe Photoshop, Visual Studio",47dce89f-491d-4831-88ae-09517a2ce3c1,1,low,high,1129,0,,3,5,1
b5c636cf-52ad-408b-93d5-7ad4aafc1f31,ddbefc75-4880-4233-ba4d-6a0b6da52252,suffer,ce:50:74:03:92:10,dell,modelc,"32GB, 512GB SSD, Intel i5/NVIDIA GTX 1650",Printer,desktop,all-in-one,c89d0039-6c06-42c7-90ac-9f2cf0998cff,farley-miller,2024-02-22,4944.19,hr,1 years,2025-02-22,Basic Support,paul smith,"Bethany Thornton, Brooke Fleming",115.38.14.123,san francisco,chicago,Active,jane smith,windows 10,"Visual Studio, Zoom",314388d2-59bf-497e-bddb-d49bd64110e8,3,high,medium,142,1,,2,7,0
7dc46074-0a61-4a9e-8e1b-f4f24fb99a16,b98c9185-011d-4e26-a36f-182c4cb0c641,hundred,38:a8:ad:23:51:b4,dell,modelb,"16GB, 512GB SSD, AMD Ryzen 5/AMD RX 580",Printer,desktop,tower,8e36a0ea-6e32-4a76-a6bf-c15c4908aab1,"grant, wallace and rodriguez",2019-11-09,797.43,finance,1 years,2020-11-09,Extended Support,william luna,"Bryan Randolph, Shannon Cobb",11.185.209.194,los angeles,san francisco,In Maintenance,john doe,windows 11,"Zoom, MS Office",a0529f61-3882-4684-b3f3-e4c6f5eb51fa,1,high,medium,1708,0,,2,6,0
7429ac52-98b5-4d4d-a7b3-efad287f5915,8a47e63f-05bf-430d-b539-16cd3baca447,establish,24:66:d9:c0:75:dc,apple,modela,"8GB, 256GB SSD, Intel i5/NVIDIA RTX 2060",Keyboard,printer,inkjet,2dc86896-03ae-4b21-9e65-ce6df1e0e4a5,schultz llc,2020-07-07,4107.17,finance,2 years,2022-07-07,Basic Support,lindsey roberson,"Jeff Harrison, Jeffrey Brown, Dawn Johnson",11.39.172.203,new york,san francisco,In Maintenance,john doe,macos,Zoom,f0907697-c12f-4241-b031-63d97008244d,1,high,low,1467,0,,1,5,0
db012136-3828-441d-9e08-846e56b475e4,d90eab16-aece-4ee4-8b74-e79c87ffac98,concern,ec:68:50:9f:f5:90,canon,modelc,"16GB, 512GB SSD, AMD Ryzen 7/NVIDIA RTX 2060",Monitor,printer,laser,51821859-adc3-4bcc-ba9d-ace8e51edabc,holt and sons,2020-03-23,4151.49,hr,1 years,2021-03-23,Basic Support,lori pratt,"Monica Gregory, Phyllis Nguyen",200.122.221.148,san francisco,los angeles,In Maintenance,robert brown,macos,MS Office,5edcbb6d-3f05-4445-a180-4c1ccbf05c83,1,high,low,1573,0,,1,8,0
af5b0271-9539-4aa7-8e6d-688e3b382306,f997c16b-fd2a-4d26-8e7f-4f6d964f06c6,person,82:4e:f6:e4:7a:cb,cisco,modeld,"32GB, 512GB SSD, Intel i5/NVIDIA RTX 2060",Printer,router,wireless,3b87d7eb-6c06-4374-a9f4-57356db292bb,"davis, king and singh",2023-05-03,4038.01,hr,3 years,2026-05-03,Extended Support,elizabeth burke,"Sean Buchanan, James Peterson, Tyler Riddle",1.207.47.123,chicago,san francisco,Active,robert brown,linux,"Adobe Photoshop, MS Office",eb2a0bd3-d8d9-4373-b6f3-ea0bcee44962,5,medium,medium,437,1,,2,8,0
8b44f479-3057-4617-afd5-f7333c0218d6,1197bab5-8c55-4f66-8f95-aa808d9a2824,take,76:cf:6c:5d:98:3a,netgear,modelc,"8GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",None,desktop,mini pc,ca19b2b8-f928-4bee-bcb7-5c52fba5910c,luna-hughes,2022-10-15,4358.65,it,3 years,2025-10-15,Extended Support,tina hernandez,"Martin Porter, Colleen Bowers",206.227.102.182,new york,chicago,Active,robert brown,linux,Zoom,e8950b31-a5d4-41a9-97c6-edefd5777d22,1,low,low,637,1,,1,6,0
5cd16a20-ca9d-47e1-bf3d-38bd6ba7c756,00f3c192-6769-4413-9b76-e104cde30233,such,fc:d4:10:7d:b1:af,hp,modelb,"8GB, 512GB SSD, AMD Ryzen 5/AMD RX 580",Printer,server,tower,849ea01c-2849-4c61-8aea-f16fe68455fd,saunders llc,2023-05-24,4632.69,hr,3 years,2026-05-24,Extended Support,paul lee,Susan Davis,82.127.8.18,chicago,new york,Active,john doe,macos,"Zoom, Visual Studio",5e821323-bd2a-44ea-a9ab-2cb97a87e455,5,medium,high,416,1,,2,5,0
2215a1cd-15e0-4334-b202-39bffb108b1d,3f46f3bd-3f8b-408e-aafe-55d83d9b8d47,bring,84:29:de:8b:bc:9a,dell,modeld,"16GB, 512GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Keyboard,switch,managed,63ad5032-a1e7-44ce-be07-5347ad54e291,parker-gomez,2019-10-26,3692.49,finance,1 years,2020-10-26,Basic Support,sarah hurst,"Matthew Martinez, Connie Turner, Taylor Palmer",46.56.86.99,los angeles,chicago,In Maintenance,john doe,windows 10,"Zoom, Adobe Photoshop, MS Office",43c9966f-8bc2-4ec1-b701-9b0285165dc8,1,high,high,1722,0,,3,6,0
f4adb349-3eb9-4d3e-bd55-8f7f9482f2c6,91cd2044-8f00-4d34-b03a-a44e5a2fe181,way,00:87:05:03:db:a1,hp,modela,"8GB, 256GB SSD, AMD Ryzen 5/NVIDIA RTX 2060",Monitor,server,tower,8f8bb26c-1ba3-4889-a6e8-51416613209c,sharp group,2019-09-24,3554.37,it,2 years,2021-09-24,Basic Support,jeffrey miller,"Kelly Hubbard DDS, Leah Thomas MD, Jeremy Parker",51.188.163.162,san francisco,new york,In Maintenance,emily davis,windows 10,"Adobe Photoshop, MS Office",1227bd40-dc43-442f-b6bf-959fcf20e808,4,medium,high,1754,0,,2,5,0
ce72ad1d-84aa-4052-bbf2-0a7b62bbf786,9a59c5f0-16ae-4f6a-a76b-03f816f95c38,series,b6:87:84:45:27:f0,hp,modelc,"8GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",Printer,switch,managed,a811fe56-6198-4c91-81d9-ad9170c9ef21,gomez-hernandez,2022-04-21,2443.53,hr,2 years,2024-04-21,Extended Support,james hess,Jenny Miranda,79.77.150.116,chicago,san francisco,Decommissioned,jane smith,windows 11,Zoom,a901b802-d71f-4b5f-ba47-2cba0590bbe1,2,medium,high,814,0,,1,6,0
fe334102-fe12-4dea-8928-a8bb7ec7aedb,9b564b2f-8628-445c-bf98-2aa9dab2dbb3,part,da:f4:da:5d:33:03,hp,modelc,"16GB, 512GB SSD, AMD Ryzen 7/NVIDIA GTX 1650",Printer,router,wired,1cb917ae-8193-42be-b644-800e50926d99,"velez, tate and byrd",2021-03-01,2724.83,finance,2 years,2023-03-01,Extended Support,timothy franco dds,"Randy Page, Maria Wilson, Lauren Garcia",68.30.166.45,chicago,chicago,In Maintenance,john doe,macos,"Zoom, MS Office, Adobe Photoshop",9da29a61-06d4-493c-b024-b8bb727842a4,4,medium,medium,1230,0,,3,7,1
9e2630cb-e195-4acf-9db1-b955e714502c,3517f62d-f138-4e7f-bd32-f3a91b1a5190,fear,bc:4e:3d:aa:32:ce,apple,modelc,"32GB, 1TB HDD, Intel i7/NVIDIA RTX 2060",Printer,desktop,mini pc,d5699304-f3b4-4eab-a126-f5731ad7ad4c,graves plc,2019-12-10,4189.65,hr,1 years,2020-12-10,Basic Support,jordan vargas,"Lisa Gonzalez, Pamela Stephens, Brandi Bailey",12.49.26.239,san francisco,chicago,In Maintenance,john doe,windows 10,"Zoom, MS Office, Visual Studio",eb45b1ff-b771-4cf1-9c48-2e4be1d52ae2,4,high,low,1677,0,,3,8,0
58687fb2-1e77-4ab7-bb97-3d71bed86bca,e2a76edf-1f67-4a5e-80ca-c7aba42cc164,popular,c4:9a:54:49:cd:4c,cisco,modelb,"8GB, 256GB SSD, AMD Ryzen 5/NVIDIA GTX 1650",Monitor,laptop,gaming,94c082fb-6777-451e-91ed-434b33268480,gibbs-kelley,2020-12-31,4328.92,marketing,1 years,2021-12-31,Basic Support,joel wood,"Justin Murillo, Bradley Owens",144.215.246.17,new york,san francisco,In Maintenance,jane smith,windows 10,"MS Office, Visual Studio, Adobe Photoshop",b7c638f1-fd3d-4b3d-a704-c91e2c4b8eab,3,high,low,1290,0,,3,4,0
218ea5cd-698a-440a-88f2-45f958b2fb00,680111d2-4ca5-4ac9-ace9-8af2602ae460,himself,7e:b0:6a:0b:a4:dd,netgear,modeld,"32GB, 512GB SSD, Intel i7/NVIDIA GTX 1650",Keyboard,printer,inkjet,2d7ef14d-aaf8-4bd5-a00e-8dcf573343ee,velasquez-pittman,2023-02-21,1034.35,hr,2 years,2025-02-21,Extended Support,kristina miller,"Timothy Navarro Jr., Elizabeth Ward MD",217.136.177.172,los angeles,new york,Active,john doe,macos,"MS Office, Zoom, Adobe Photoshop",c84dcf82-9bcc-4034-9845-b69a8f7e7f5b,5,low,low,508,1,,3,8,0
